taxid,name,rank
"283734","Staphylococcus pseudintermedius","species"
"1266717","Staphylococcus pseudintermedius E140","genome"
"45972","Staphylococcus pasteuri","species"
"1248411","Staphylococcus epidermidis 36-1","genome"
"1290","Staphylococcus hominis","species"
"29388","Staphylococcus capitis","species"
"1288","Staphylococcus xylosus","species"
"34885","Eumetopias","genus"
"34886","Eumetopias jubatus","species"
"95729","Stemphylium","genus"
"183478","Stemphylium lycopersici","species"
"40323","Stenotrophomonas","genus"
"69392","Stenotrophomonas sp.","species"
"40324","Stenotrophomonas maltophilia","species"
"8920","Ciconiiformes","order"
"8926","Ciconiidae","family"
"8927","Ciconia","genus"
"8928","Ciconia ciconia","species"
"59498","Rubus rosifolius","species"
"26122","Gesneriaceae","family"
"26254","Streptocarpus","genus"
"1301","Streptococcus","genus"
"1308","Streptococcus thermophilus","species"
"1091038","Streptococcus thermophilus DSM 20617","genome"
"1314","Streptococcus pyogenes","species"
"198466","Streptococcus pyogenes MGAS315","genome"
"1309","Streptococcus mutans","species"
"1313","Streptococcus pneumoniae","species"
"1311","Streptococcus agalactiae","species"
"1336","Streptococcus equi","species"
"1303","Streptococcus oralis","species"
"1302","Streptococcus gordonii","species"
"1307","Streptococcus suis","species"
"1334","Streptococcus dysgalactiae","species"
"119602","Streptococcus dysgalactiae subsp. equisimilis","genome"
"286604","Streptococcus suis 89/1591","genome"
"1004952","Streptococcus suis D12","genome"
"1005041","Streptococcus suis SS12","genome"
"1004951","Streptococcus suis ST1","genome"
"28037","Streptococcus mitis","species"
"373153","Streptococcus pneumoniae D39","genome"
"1348","Streptococcus parauberis","species"
"1304","Streptococcus salivarius","species"
"1046629","Streptococcus salivarius 57.I","genome"
"33972","Streptococcus sp. 'group C'","species"
"85011","Streptomycetales","order"
"2062","Streptomycetaceae","family"
"1883","Streptomyces","genus"
"1911","Streptomyces griseus","species"
"1916","Streptomyces lividans","species"
"146537","Streptomyces azureus","species"
"54571","Streptomyces venezuelae","species"
"953739","Streptomyces venezuelae ATCC 10712","genome"
"67384","Streptomyces xanthochromogenes","species"
"1938","Streptomyces viridochromogenes","species"
"146922","Streptomyces griseofuscus","species"
"1931","Streptomyces sp.","species"
"58346","Streptomyces platensis","species"
"1902","Streptomyces coelicolor","species"
"1930","Streptomyces scabiei","species"
"67369","Streptomyces toxytricini","species"
"67263","Streptomyces griseus subsp. griseus","genome"
"2063","Kitasatospora","genus"
"1894","Kitasatospora aureofaciens","species"
"1912","Streptomyces hygroscopicus","species"
"100226","Streptomyces coelicolor A3(2)","genome"
"33903","Streptomyces avermitilis","species"
"1888","Streptomyces albus","species"
"52258","Streptomyces flavovirens","species"
"29303","Streptomyces cattleya","species"
"42148","Moronidae","family"
"13488","Dicentrarchus","genus"
"13489","Dicentrarchus labrax","species"
"215347","Epinephelus akaara","species"
"41674","Stygiolobus","genus"
"36772","Subterranean clover stunt virus","species"
"291607","Subterranean clover stunt virus (strain F)","genome"
"3921","Wisteria","genus"
"20997","Wisteria sinensis","species"
"70957","Medicago minima","species"
"74514","Trifolium glomeratum","species"
"1563998","Sucra","genus"
"1563999","Sucra jujuba","species"
"1120798","Cucumis melo var. flexuosus","genome"
"62334","Saccharum robustum","species"
"152679","Saccharum barberi","species"
"154766","Saccharum sinense","species"
"15819","Saccharum sp.","species"
"173841","Cenchrus echinatus","species"
"60136","Sulfitobacter","genus"
"52598","Sulfitobacter sp. EE-36","species"
"1525218","Sulfitobacter sp. CB2047","species"
"2284","Sulfolobus","genus"
"1891280","Sulfolobus sp. A20","species"
"2100760","Saccharolobus","genus"
"2286","Saccharolobus shibatae","species"
"2288","Sulfolobus sp.","species"
"43080","Sulfolobus islandicus","species"
"1241935","Sulfolobus islandicus LAL14/1","genome"
"2287","Saccharolobus solfataricus","species"
"273057","Saccharolobus solfataricus P2","genome"
"687691","Sulfolobus sp. G4ST-T-11","species"
"687692","Sulfolobus sp. G4T-1","species"
"674516","Sulfolobus sp. G4ST-2","species"
"207809","Sulfolobus tengchongensis","species"
"51882","Aspidites","genus"
"51883","Aspidites melanocephalus","species"
"93708","Uloboridae","family"
"328378","Hyptiotes","genus"
"328379","Hyptiotes gertschi","species"
"8867","Cygnus","genus"
"8869","Cygnus olor","species"
"4120","Ipomoea batatas","species"
"35883","Ipomoea nil","species"
"197414","Distimake dissectus","species"
"89662","Ipomoea setosa","species"
"4121","Ipomoea purpurea","species"
"35882","Ipomoea cordatotriloba","species"
"35884","Ipomoea trifida","species"
"89634","Ipomoea alba","species"
"89636","Ipomoea aquatica","species"
"89647","Ipomoea lacunosa","species"
"89650","Ipomoea lobata","species"
"129209","Ipomoea tiliacea","species"
"89640","Ipomoea carnea","species"
"693375","Ipomoea carnea subsp. fistulosa","genome"
"1489911","Cichliformes","order"
"8113","Cichlidae","family"
"74132","Symphysodon","genus"
"306559","Symphysodon discus","species"
"2881427","Parasynechococcus","genus"
"2881428","Parasynechococcus marenigrum","species"
"84588","Parasynechococcus marenigrum WH 8102","genome"
"232348","Synechococcus sp. CB0101","species"
"255252","Synechococcus sp. CB0208","species"
"232352","Synechococcus sp. CB0201","species"
"232353","Synechococcus sp. CB0204","species"
"305430","Synechococcus sp. CB0202","species"
"1353134","Synechococcus sp. CBW1002","species"
"166310","Synechococcus sp. WH 6501","species"
"166322","Synechococcus sp. WH 8018","species"
"72045","Syngnathidae","family"
"103719","Syngnathus","genus"
"161590","Syngnathus scovelli","species"
"34627","Hyalomma marginatum","species"
"543639","Dermacentor silvarum","species"
"1442166","Argas miniatus","species"
"1155000","Haemaphysalis hystricis","species"
"52138","Arrhenatherum","genus"
"52139","Arrhenatherum elatius","species"
"55634","Dioscorea communis","species"
"30759","Moridae","family"
"443805","Pseudophycis","genus"
"44484","Anopheles","genome"
"41262","Tatera","genus"
"4442","Camellia sinensis","species"
"370897","Telfairia","genus"
"383670","Telfairia occidentalis","species"
"2783445","Cardiida","order"
"52798","Tellinidae","family"
"1980404","Macomangulus","genus"
"1980407","Macomangulus tenuis","species"
"59234","Tellina","genus"
"84865","Telosma","genus"
"84866","Telosma cordata","species"
"104267","Tenacibaculum","genus"
"2745565","Tenacibaculum sp. AHE14PA","species"
"1906242","Tenacibaculum sp.","species"
"107401","Tenacibaculum maritimum","species"
"2743744","Tincidae","family"
"27716","Tinca","genus"
"27717","Tinca tinca","species"
"27662","Uroderma","genus"
"27663","Uroderma bilobatum","species"
"46569","Termitidae","family"
"60587","Odontotermes","genus"
"86974","Testudo","genus"
"101699","Testudo horsfieldii","species"
"86976","Testudo hermanni","species"
"135448","Ploceus cucullatus","species"
"1524962","Chlorodendrophyceae","class"
"35426","Chlorodendrales","order"
"35429","Chlorodendraceae","family"
"3164","Tetraselmis","genus"
"2812566","Tetraselmis sp.","species"
"748148","Tetraselmis viridis","species"
"85021","Intrasporangiaceae","family"
"99479","Tetrasphaera","genus"
"330834","Tetrasphaera jenkinsii","species"
"1518149","Thalassotalea","genus"
"280483","Thalassotalea loyana","species"
"208015","Thaumetopoea","genus"
"208016","Thaumetopoea pityocampa","species"
"56488","Thelephoraceae","family"
"56489","Thelephora","genus"
"56493","Thelephora terrestris","species"
"68295","Thermoanaerobacterales","order"
"543371","Thermoanaerobacterales Family III. Incertae Sedis","family"
"28895","Thermoanaerobacterium","genus"
"28896","Thermoanaerobacterium saccharolyticum","species"
"1094508","Thermoanaerobacterium saccharolyticum JW/SL-YS485","genome"
"2263","Thermococcus","genus"
"35749","Thermococcus sp.","species"
"1128108","Thermococcus prieurii","species"
"1297","Deinococcus-Thermus","phylum"
"188787","Deinococci","class"
"68933","Thermales","order"
"188786","Thermaceae","family"
"270","Thermus","genus"
"274","Thermus thermophilus","species"
"300852","Thermus thermophilus HB8","genome"
"1220595","Geobacillus kaustophilus NBRC 102445","genome"
"1337888","Geobacillus kaustophilus GBlys","genome"
"262724","Thermus thermophilus HB27","genome"
"7244","Drosophila virilis","species"
"30025","Drosophila ficusphila","species"
"1819548","Culicoides histrio","species"
"547450","Paspalum setaceum","species"
"2676326","Setothosea","genus"
"2676327","Setothosea asigna","species"
"9377","Suncus","genus"
"9378","Suncus murinus","species"
"30262","Thysanoptera","order"
"45053","Thripidae","family"
"146803","Echinothrips","genus"
"146804","Echinothrips americanus","species"
"254424","Thysanoplusia","genus"
"254426","Thysanoplusia orichalcea","species"
"685122","Dicroglossidae","family"
"120497","Nanorana","genus"
"125878","Nanorana parkeri","species"
"110071","Hoplobatrachus","genus"
"103373","Hoplobatrachus tigerinus","species"
"31022","Tetraodontiformes","order"
"31031","Tetraodontidae","family"
"31032","Takifugu","genus"
"31033","Takifugu rubripes","species"
"89456","Stenocephalemys","genus"
"485440","Stenocephalemys albipes","species"
"8126","Tilapia","genus"
"8802","Tinamiformes","order"
"8803","Tinamidae","family"
"8804","Eudromia","genus"
"8805","Eudromia elegans","species"
"8038","Salvelinus fontinalis","species"
"41042","Tipulidae","family"
"41043","Tipula","genus"
"312236","Tipula oleracea","species"
"376919","Pitheciidae","family"
"1812035","Plecturocebus","genus"
"202457","Plecturocebus cupreus","species"
"180526","Tobacco curly shoot virus","species"
"223331","Tobacco curly shoot virus - [Y1]","genome"
"43070","Eryngium","genus"
"43071","Eryngium planum","species"
"13306","Tulipa gesneriana","species"
"4382","Lobelia","genus"
"51383","Asphodelaceae","family"
"16107","Hemerocallis","genus"
"22868","Anemone","genus"
"90645","Bacopa","genus"
"103544","Phlox subulata","species"
"137206","Prunus incisa","species"
"1358727","Prunus serrula","species"
"34274","Gossypium herbaceum","species"
"137000","Rosa setigera","species"
"239686","Datura stramonium var. tatula","genome"
"1155004","Haemaphysalis formosensis","species"
"474942","Ophiocordycipitaceae","family"
"29909","Tolypocladium","genus"
"38005","Tolypocladium cylindrosporum","species"
"3792","Saxifragaceae","family"
"23276","Tolmiea","genus"
"29777","Tolmiea menziesii","species"
"45059","Frankliniella","genus"
"133901","Frankliniella occidentalis","species"
"45057","Thrips","genus"
"161014","Thrips tabaci","species"
"163898","Scirtothrips","genus"
"163899","Scirtothrips dorsalis","species"
"28526","Solanum pennellii","species"
"49274","Solanum subgen. Lycopersicon","genome"
"109975","Solanum americanum","species"
"304134","Physalis acutifolia","species"
"220608","Tomato leaf curl Bangalore virus","species"
"220933","Tomato leaf curl Bangalore virus-[Ban5]","genome"
"478095","Acalypha indica","species"
"185024","Cynanchum acutum","species"
"185191","Sigesbeckia orientalis","species"
"496566","Artemisia carvifolia","species"
"267265","Solanum aculeatissimum","species"
"4084","Solanum pimpinellifolium","species"
"50192","Sonchus arvensis","species"
"4138","Leonurus japonicus","species"
"84844","Psarocolius","genus"
"84847","Psarocolius decumanus","species"
"30599","Indriidae","family"
"34826","Indri","genus"
"34827","Indri indri","species"
"9491","Saguinus imperator","species"
"9392","Scandentia","order"
"9393","Tupaiidae","family"
"9394","Tupaia","genus"
"246437","Tupaia chinensis","species"
"74919","Indotestudo","genus"
"260613","Indotestudo forstenii","species"
"101700","Testudo kleinmanni","species"
"4948","Torulaspora","genus"
"4950","Torulaspora delbrueckii","species"
"4741","Tradescantia","genus"
"255331","Tradescantia fluminensis","species"
"701547","Lespedeza procumbens","species"
"8206","Nototheniidae","family"
"35729","Trematomus","genus"
"40690","Trematomus bernacchii","species"
"36198","Trematomus pennellii","species"
"27479","Reduviidae","family"
"30075","Triatoma","genus"
"30076","Triatoma infestans","species"
"9774","Sirenia","order"
"9775","Trichechidae","family"
"9776","Trichechus","genus"
"9778","Trichechus manatus","species"
"127582","Trichechus manatus latirostris","genome"
"5129","Hypocreaceae","family"
"5543","Trichoderma","genus"
"101201","Trichoderma asperellum","species"
"63577","Trichoderma atroviride","species"
"5544","Trichoderma harzianum","species"
"97036","Trifolium resupinatum","species"
"93801","Triumfetta","genus"
"228918","Ochlerotatus trivittatus","species"
"873164","Ochlerotatus serratus","species"
"215581","Solanum viarum","species"
"85028","Tsukamurellaceae","family"
"2060","Tsukamurella","genus"
"42777","Tsukamurella inchonensis","species"
"2061","Tsukamurella paurometabola","species"
"1491026","Thyronectria","genus"
"1491455","Thyronectria obscura","species"
"147549","Pezizomycetes","class"
"5185","Pezizales","order"
"40289","Tuberaceae","family"
"36048","Tuber","genus"
"59557","Tuber aestivum","species"
"82206","Agave amica","species"
"523745","Microtus obscurus","species"
"537919","Microtus rossiaemeridionalis","species"
"9395","Tupaia glis","species"
"37347","Tupaia belangeri","species"
"5130","Hypomyces","genus"
"180539","Moricandia","genus"
"180540","Moricandia arvensis","species"
"51350","Brassica rapa subsp. rapa","genome"
"1652998","Brassica rapa var. rapa","genome"
"126269","Alliaria","genus"
"126270","Alliaria petiolata","species"
"264417","Hesperis","genus"
"264418","Hesperis matronalis","species"
"51351","Brassica rapa subsp. pekinensis","genome"
"3710","Brassica nigra","species"
"103529","Phlox drummondii","species"
"138011","Brassica napus var. napus","genome"
"26319","Hydrocharitaceae","family"
"55495","Thalassia","genus"
"55497","Thalassia testudinum","species"
"16237","Streptopus","genus"
"134860","Streptopus amplexifolius","species"
"69509","Saxicola","genus"
"69510","Saxicola rubetra","species"
"29064","Panthera uncia","species"
"1869227","bacterium","species"
"7060","Melolontha","genus"
"7061","Melolontha melolontha","species"
"40093","Hesperiidae","family"
"328864","Urbanus","genus"
"355207","Urbanus proteus","species"
"158175","Urochloa plantaginea","species"
"10161","Echimyidae","family"
"10162","Proechimys","genus"
"128105","Proechimys guyannensis","species"
"124426","Ustilaginoidea","genus"
"1159556","Ustilaginoidea virens","species"
"5257","Ustilaginomycetes","class"
"5267","Ustilaginales","order"
"5268","Ustilaginaceae","family"
"5269","Ustilago","genus"
"5270","Ustilago maydis","species"
"653291","Coquillettidia aurites","species"
"864528","Culex neavei","species"
"943103","Culex perexiguus","species"
"117544","Cytospora","genus"
"1928361","Cytospora ceratosperma","species"
"51238","Vanilla","genus"
"51239","Vanilla planifolia","species"
"2895727","Echinosciurus","genus"
"226875","Echinosciurus variegatoides","species"
"300414","Variola","genus"
"1392869","Escherichia coli K1","genome"
"40337","Mucuna pruriens var. utilis","genome"
